id;title;price;available_quantity;sold_quantity;buying_mode;listing_type_id;condition;accepts_mercadopago;original_price;category_id;seller_level_id;seller_powerseller;positive_rating;negative_rating;neutral_rating;free_shipping;store_pickup;number_of_tags;is_official_store;month_update;year_update;year_created;month_created;total_questions;category_name
MCO528872447;Mini Nevera Frigidaire De 3.2 Pies Cúbicos Diseño Retro;1291550;1;5;buy_it_now;gold_special;new;True;;MCO115334;5_green;platinum;0.94;0.04;0.02;True;False;5;False;08;2019;2019;09;12.0;Electrodomésticos
MCO450443967;Balanza Gramera Bascula Pesa Digital  10000 Gr Tara + Pilas;19500;500;5000;buy_it_now;gold_special;new;True;;MCO118000;5_green;platinum;0.94;0.03;0.03;False;False;7;False;09;2020;2017;06;2165.0;Electrodomésticos
MCO594637047;Lavadora Doble Tina De 7 Kilos Haceb;556000;1;5;buy_it_now;gold_special;new;True;;MCO159881;5_green;platinum;0.97;0.02;0.01;True;False;5;False;11;2020;2020;11;27.0;Electrodomésticos
MCO454553339;Filtro De Agua Para Nevera Whirpool 4378411rb Externo;33900;50;500;buy_it_now;gold_pro;new;True;;MCO433579;5_green;platinum;0.97;0.01;0.02;False;False;7;False;07;2020;2017;07;336.0;Electrodomésticos
MCO469635330;Bascula Digital Pesa Personas Baño Pantalla 180kg Digital;36456;50;500;buy_it_now;gold_special;new;True;;MCO169104;5_green;platinum;0.95;0.02;0.03;False;False;5;False;06;2019;2018;05;711.0;Electrodomésticos
MCO478885624;Balanza Gramera Báscula Pesa Digital Capacidad 7000g + Pilas;16900;250;500;buy_it_now;gold_special;new;True;;MCO118000;5_green;platinum;0.93;0.04;0.03;False;False;6;False;10;2020;2018;08;457.0;Electrodomésticos
MCO452323535;Filtro De Agua Para Nevera Samsung Da29-00020b;126900;1;500;buy_it_now;gold_pro;new;True;;MCO433579;5_green;platinum;0.97;0.01;0.02;True;False;6;False;07;2019;2017;07;451.0;Electrodomésticos
MCO594927092;Lavadora Samsung Wt75r2500hb Doble Tina;629000;1;4;buy_it_now;gold_special;new;True;;MCO159881;5_green;platinum;0.95;0.02;0.03;True;False;5;False;11;2020;2020;11;8.0;Electrodomésticos
MCO594257202;Olla Arrocera Black + Decker De 16 Tazas Negra;219900;1;3;buy_it_now;gold_special;new;True;;MCO117982;5_green;platinum;0.96;0.02;0.02;True;False;5;True;11;2020;;;0.0;Electrodomésticos
MCO468853170;Filtro De Agua Nevera Samsung Compatible Da29-00020b -purity;82000;1;250;buy_it_now;gold_pro;new;True;;MCO433579;5_green;platinum;0.97;0.01;0.02;True;False;6;False;06;2019;2018;06;157.0;Electrodomésticos
MCO593391719;Nevera Rt29k571js8/co Samsung - 308l Compresor Inverter.;1451900;1;5;buy_it_now;gold_pro;new;True;1622900.0;MCO115334;5_green;;0.89;0.07;0.04;False;False;4;False;11;2020;2020;11;38.0;Electrodomésticos
MCO585419284;Mini Nevera De 3.2 Pies Cúbicos Frigidaire Diseño Retro;1855550;1;3;buy_it_now;gold_special;new;True;;MCO115334;5_green;platinum;0.94;0.04;0.02;False;False;4;False;09;2020;2020;10;4.0;Electrodomésticos
MCO509796784;Mini Nevera Frigidaire De 3.2 Pies Cúbicos, Diseño;1325550;1;3;buy_it_now;gold_special;new;True;;MCO115334;5_green;platinum;0.94;0.04;0.02;True;False;5;False;07;2019;2019;04;5.0;Electrodomésticos
MCO587472258;Air Fryer Hamilton Beach 2.5 Litros;379900;50;5;buy_it_now;gold_special;new;True;599900.0;MCO117975;5_green;platinum;0.96;0.02;0.02;True;False;5;True;10;2020;2020;12;3.0;Electrodomésticos
MCO575352180;Lavadora Whirlpool 26 Libras Gris;1450000;1;3;buy_it_now;gold_pro;new;True;;MCO159881;5_green;platinum;0.95;0.02;0.03;True;False;5;False;08;2020;2020;08;8.0;Electrodomésticos
MCO531753570;Mini Nevera Eléctrica Corona De Bebidas En Forma De Lata;731550;1;2;buy_it_now;gold_special;new;True;;MCO115334;5_green;platinum;0.94;0.04;0.02;False;False;4;False;08;2020;2019;10;13.0;Electrodomésticos
MCO471203653;Nueva Plancha Remington Keratina-argan 8599 Original+ob;149000;150;500;buy_it_now;gold_special;new;True;;MCO4598;5_green;platinum;0.98;0.01;0.01;True;False;7;False;05;2020;2018;05;2376.0;Electrodomésticos
MCO470883155;Licuadora Oster, Motor Reversible Brly07-z00;244900;1;5000;buy_it_now;gold_special;new;True;;MCO163045;5_green;platinum;0.95;0.02;0.03;True;False;6;False;03;2020;2018;05;1430.0;Electrodomésticos
MCO532066990;Nevera Newair Para Bebidas Capacidad 3.4 Pies Cúbicos;2496550;1;1;buy_it_now;gold_special;new;True;;MCO115334;5_green;platinum;0.94;0.04;0.02;False;False;4;False;11;2020;2020;11;1.0;Electrodomésticos
MCO453622215;Balanza Gramera Báscula Cocina Digital Capacidad Hasta 10kg;19500;500;5000;buy_it_now;gold_special;new;True;;MCO118000;5_green;platinum;0.95;0.02;0.03;False;False;7;False;01;2020;2017;08;1542.0;Electrodomésticos
MCO524668076;Pinza Rizador Encrespador Ondulador Curl Perfect Espiral Nov;13800;50;500;buy_it_now;gold_special;new;True;;MCO166643;5_green;platinum;0.89;0.07;0.04;False;False;4;False;07;2019;2019;10;312.0;Electrodomésticos
MCO580877259;Lavadora Y Secadora Semiautomática Sankey 6.5k Dos Tinas;499900;1;2;buy_it_now;gold_special;new;True;;MCO159881;5_green;;0.97;0.02;0.01;False;False;4;False;09;2020;2020;09;60.0;Electrodomésticos
MCO571180550;Nevera Challenger Frost Negra 252b-no Hacemos El Envio-usada;560000;1;0;buy_it_now;gold_special;used;True;;MCO115334;5_green;gold;0.95;0.02;0.03;False;False;4;False;07;2020;2020;07;81.0;Electrodomésticos
