id;title;price;available_quantity;sold_quantity;buying_mode;listing_type_id;accepts_mercadopago;original_price;category_id;category_name
MCO558501453;Mascarilla Tapaboca Life N95 (indusaver) Precio X Und;6900;200;500;buy_it_now;gold_special;True;;MCO180968;Industrias y Oficinas
MCO565896158;Silla De Oficina Apoya Brazos Giratoria Begônia;199900;1;200;buy_it_now;gold_special;True;249900.0;MCO113544;Industrias y Oficinas
MCO572602240;Tapabocas N95 3m Ref 9010;14000;100;5000;buy_it_now;gold_special;True;;MCO420244;Industrias y Oficinas
MCO564288693;Silla Oficina Ergonómica Apoyacabezas Brazos Ajustables;322000;150;500;buy_it_now;gold_pro;True;350000.0;MCO113544;Industrias y Oficinas
MCO570081209;Caja De Tapabocas Termosellado X 50 - Unidad a $358;17900;500;5000;buy_it_now;gold_pro;True;;MCO432761;Industrias y Oficinas
MCO565508959;Careta Mascara Protección Facial Abatible En Policarbonato;19990;50;5000;buy_it_now;gold_pro;True;;MCO420243;Industrias y Oficinas
MCO564377160;Silla Oficina Ergonómica Con Apoyo Lumbar Brazos Ajustables;379900;150;500;buy_it_now;gold_pro;True;440000.0;MCO113544;Industrias y Oficinas
MCO572623085;Mascara Tapa Boca Kn95, Tapabocas - Unidad a $3580;3580;5000;5000;buy_it_now;gold_special;True;;MCO432761;Industrias y Oficinas
MCO556881697;Mascarilla Nitta N95 Referencia 9510-1;5899;500;5000;buy_it_now;gold_special;True;;MCO420244;Industrias y Oficinas
MCO558700763;Silla Oficina Ergonómica Apoyo Lumbar Brazos Ajustables;340000;50;500;buy_it_now;gold_pro;True;390000.0;MCO113544;Industrias y Oficinas
MCO564697298;Tapaboca Mascarilla Careta N95 Ref 9820 Marca 3m Original ;8000;250;5000;buy_it_now;gold_special;True;;MCO420244;Industrias y Oficinas
MCO565148108;Tapabocas Caja X 50 Unidades 3 Capa - Unidad a $340;16990;250;5000;buy_it_now;gold_pro;True;;MCO432761;Industrias y Oficinas
