id;title;price;available_quantity;sold_quantity;buying_mode;listing_type_id;condition;accepts_mercadopago;original_price;category_id;seller_level_id;seller_powerseller;positive_rating;negative_rating;neutral_rating;free_shipping;store_pickup;number_of_tags;is_official_store;month_update;year_update;year_created;month_created;total_questions;category_name
MCO599241730;Apartamento En San Isidro Norte, El Rincón. 3 Habitaciones, 67 M²;900000;1;0;classified;gold_premium;used;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599054241;Se Vende Casa En Buenos Aires Dosquebradas;180000000;1;0;classified;gold_premium;new;False;;MCO1468;;;0.0;0.0;0.0;False;False;1;False;12;2020;;;;Inmuebles
MCO599242369;Apartamento En Ciudad Favidi, Castilla. 2 Habitaciones, 42 M²;800000;1;0;classified;gold_premium;new;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599054222;Se Vende Casa En Kennedy Pereira;165000000;1;0;classified;gold_premium;new;False;;MCO1468;;;0.0;0.0;0.0;False;False;1;False;12;2020;;;;Inmuebles
MCO599242407;Apartamento En Lagos De Castilla, Castilla. 3 Habitaciones, 56 M²;1080000;1;0;classified;gold_premium;used;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599054219;Se Vende Casa Campestre En Combia Pereira;450000000;1;0;classified;gold_premium;new;False;;MCO1468;;;0.0;0.0;0.0;False;False;1;False;12;2020;;;;Inmuebles
MCO599242172;Apartamento En Hayuelos, Modelia. 3 Habitaciones, 64 M²;1200000;1;0;classified;gold_premium;used;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599054217;Se Vende Casa Campestre En Combia Pereira;950000000;1;0;classified;gold_premium;new;False;;MCO1468;;;0.0;0.0;0.0;False;False;1;False;12;2020;;;;Inmuebles
MCO599054230;Se Vende Penthouse En Pereira;790000000;1;0;classified;gold_premium;new;False;;MCO1474;;;0.0;0.0;0.0;False;False;1;False;12;2020;;;;Inmuebles
MCO599054239;Se Vende Casa Campestre En Combia Pereira;520000000;1;0;classified;gold_premium;new;False;;MCO1468;;;0.0;0.0;0.0;False;False;1;False;12;2020;;;;Inmuebles
MCO599054240;Se Vende Casa En Belmonte Pereira;250000000;1;0;classified;gold_premium;new;False;;MCO1468;;;0.0;0.0;0.0;False;False;1;False;12;2020;;;;Inmuebles
MCO599015242;Arriendo Apartamento Maipore Mompos Soacha;500000;1;0;classified;gold_premium;used;False;;MCO1473;;;0.0;0.0;0.0;False;False;2;False;12;2020;;;;Inmuebles
MCO599158545;Apartamento En  Arriendo ;700000;1;0;classified;gold_premium;used;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;False;12;2020;;;;Inmuebles
MCO599054238;Se Vende Apartamento En Molivento De Las Villas ;185000000;1;0;classified;gold_premium;used;False;;MCO1474;;;0.0;0.0;0.0;False;False;1;False;12;2020;;;;Inmuebles
MCO599054232;Se Vende Apartamento En Villa Verde Pereira;140000000;1;0;classified;gold_premium;new;False;;MCO1474;;;0.0;0.0;0.0;False;False;1;False;12;2020;;;;Inmuebles
MCO599159727;Apartaestudio En  Arriendo ;550000;1;0;classified;gold_premium;used;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;False;12;2020;;;;Inmuebles
MCO599054233;Se Vende Casa En  Quintas De Aragon  Dosquebradas;120000000;1;0;classified;gold_premium;new;False;;MCO1468;;;0.0;0.0;0.0;False;False;1;False;12;2020;;;;Inmuebles
MCO599243017;Apartamento En Chapinero Central, Chapinero. 1 Habitaciones, 46 M²;1400000;1;0;classified;gold_premium;new;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599242896;Apartamento En Chicó Reservado, El Refugio. 1 Habitaciones, 44 M²;1450000;1;0;classified;gold_premium;new;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599054221;Se Vende Apartamento En Cerritos Reservado Pereira;250000000;1;0;classified;gold_premium;new;False;;MCO1474;;;0.0;0.0;0.0;False;False;1;False;12;2020;;;;Inmuebles
MCO599242913;Apartamento En La Academia, La Academia. 2 Habitaciones, 57 M²;1600000;1;0;classified;gold_premium;new;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599242814;Apartamento En Aloha Norte, Castilla. 3 Habitaciones, 52 M²;1100000;1;0;classified;gold_premium;new;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599241862;Apartamento En Prados De La Alameda, Fontibón-san Pablo. 3 Habitaciones, 43 M²;950000;1;0;classified;gold_premium;new;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599242403;Apartamento En Salitre Nor-occidental, Ciudad Salitre Occidente. 3 Habitaciones, 70 M²;1600000;1;0;classified;gold_premium;new;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599242127;Apartamento En Provivienda, Carvajal. 3 Habitaciones, 53 M²;950000;1;0;classified;gold_premium;used;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599241951;Apartamento En Toscana, El Refugio. 1 Habitaciones, 41 M²;930000;1;0;classified;gold_premium;used;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599243086;Apartamento En Lagos De Córdoba, Niza. 2 Habitaciones, 50 M²;1040000;1;0;classified;gold_premium;new;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599242217;Apartamento En Hayuelos, Modelia. 3 Habitaciones, 60 M²;1500000;1;0;classified;gold_premium;used;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599242371;Apartamento En Rincón De Iberia, Niza. 2 Habitaciones, 60 M²;1400000;1;0;classified;gold_premium;used;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599321063;Apartamento En El Pencil, Suba. 2 Habitaciones, 75 M²;1700000;1;0;classified;gold_premium;new;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599241796;Apartamento En María Cristina, Pardo Rubio. 1 Habitaciones, 54 M²;1775000;1;0;classified;gold_premium;new;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599241921;Apartamento En Campo Hermoso, Patio Bonito. 2 Habitaciones, 30 M²;800000;1;0;classified;gold_premium;used;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599054220;Se Vende Local Comercial En El Poblado De Pereira;220000000;1;0;classified;gold_premium;new;False;;MCO50561;;;0.0;0.0;0.0;False;False;1;False;12;2020;;;;Inmuebles
MCO599242288;Apartamento En Cataluña, Chapinero. 1 Habitaciones, 43 M²;970000;1;0;classified;gold_premium;used;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599242494;Apartamento En Puente Grande, Fontibón-san Pablo. 3 Habitaciones, 52 M²;850000;1;0;classified;gold_premium;new;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599241888;Apartamento En Cantalejo, Britalia. 3 Habitaciones, 51 M²;1300000;1;0;classified;gold_premium;used;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599469386;Apartamento En Chicó Reservado, El Refugio. 1 Habitaciones, 50 M²;1200000;1;0;classified;gold_premium;new;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO598977012;Se Vende Lote 13.000 En La V. Carbonera Guatavita;130000000;1;0;classified;gold_premium;new;False;;MCO52059;;;0.0;0.0;0.0;False;False;1;False;12;2020;;;;Inmuebles
MCO599241844;Apartamento En Andes Norte, La Floresta. 1 Habitaciones, 30 M²;1200000;1;0;classified;gold_premium;used;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599242346;Apartamento En Puente Grande, Fontibón-san Pablo. 3 Habitaciones, 52 M²;845000;1;0;classified;gold_premium;new;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599471544;Apartamento En La Academia, La Academia. 4 Habitaciones, 80 M²;1600000;1;0;classified;gold_premium;new;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599470952;Apartamento En La Academia, La Academia. 2 Habitaciones, 40 M²;850000;1;0;classified;gold_premium;new;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
MCO599054231;Se Vende Local Comercial En El Centro De Pereira;130000000;1;0;classified;gold_premium;new;False;;MCO50561;;;0.0;0.0;0.0;False;False;1;False;12;2020;;;;Inmuebles
MCO598977019;Se Vende Hermosa Finca V.  4 F. Carbonera-guatavita;180000000;1;0;classified;gold_premium;new;False;;MCO6403;;;0.0;0.0;0.0;False;False;1;False;12;2020;;;;Inmuebles
MCO599243035;Apartamento En Toscana, El Refugio. 1 Habitaciones, 38 M²;1070000;1;0;classified;gold_premium;new;False;;MCO1473;;;0.0;0.0;0.0;False;False;1;True;12;2020;;;;Inmuebles
